Abap,Ada,C/C++,Cobol,Dart,Delphi,Go,Groovy,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,Objective-C,Perl,PHP,Python,R,Ruby,Rust,Scala,Swift,TypeScript,VBA,Visual Basic,C#
16,21,5,22,27,17,23,19,20,1,6,26,28,18,8,7,14,2,3,9,11,24,15,10,25,13,12,4
16,21,5,22,27,17,23,19,20,1,6,26,28,18,8,7,14,2,3,9,11,24,15,10,24,13,12,4
16,21,5,22,27,17,23,19,20,1,6,26,28,18,8,7,14,2,3,9,11,25,15,10,24,13,12,4
16,21,5,21,27,18,23,19,20,1,6,26,28,17,10,7,14,2,3,9,11,25,15,8,24,13,12,4
16,21,5,20,27,18,23,19,22,1,6,26,28,17,10,7,14,3,2,9,11,25,15,8,24,13,12,4
16,21,5,20,27,18,23,18,21,1,6,26,28,17,10,7,14,3,2,9,11,25,15,8,24,13,12,4
16,22,5,20,27,18,23,19,20,1,6,26,28,17,10,7,14,3,2,9,11,25,15,8,23,13,12,4
16,21,5,23,27,18,24,19,21,1,6,26,28,16,10,7,14,3,2,9,11,25,15,8,20,13,12,4
17,22,6,24,27,18,23,19,21,1,5,26,28,16,10,7,14,3,2,9,11,25,15,8,20,13,12,4
17,22,6,24,27,18,23,20,21,1,5,26,28,16,10,7,14,3,2,9,11,25,15,8,19,13,12,4
18,22,6,24,27,19,22,20,21,1,5,26,28,16,10,7,14,3,2,9,11,25,15,8,17,13,12,4
18,21,6,24,27,19,21,20,23,1,5,26,28,17,10,7,15,3,2,9,11,24,14,8,16,13,12,4
18,21,6,25,27,19,21,20,23,1,5,26,28,17,10,7,15,3,2,9,11,24,14,8,16,13,12,4
18,22,6,24,27,19,21,19,23,1,5,26,28,17,10,7,15,3,2,9,11,25,14,8,16,13,12,4
18,19,6,23,27,22,20,21,23,1,5,26,28,17,10,7,15,3,2,9,11,25,14,8,16,13,12,4
18,19,6,24,27,21,20,21,23,1,5,26,28,17,10,7,15,3,2,9,11,24,14,8,16,13,12,4
18,19,6,24,27,21,20,21,24,1,5,26,28,17,10,7,15,3,2,8,11,23,14,9,16,13,12,4
18,19,6,25,27,22,20,21,24,1,5,26,28,17,10,7,16,3,2,8,11,23,14,9,15,13,12,4
20,18,6,25,27,22,19,21,24,1,5,26,28,17,10,7,16,3,2,8,11,23,14,9,15,13,12,4
20,19,6,25,27,22,18,21,24,1,5,26,28,17,10,7,16,3,2,8,11,23,14,9,15,13,12,4
19,20,6,25,27,22,17,20,24,1,5,26,28,18,10,7,16,3,2,8,11,23,14,9,15,13,12,4
19,21,6,25,27,22,17,20,24,1,5,26,28,18,10,7,16,3,2,8,11,23,14,9,15,13,12,4
19,20,6,25,27,22,17,20,24,1,5,26,27,18,10,7,16,3,2,8,11,22,14,9,15,13,12,4
19,21,6,25,28,23,17,20,23,1,5,27,26,18,10,7,16,3,2,8,11,22,14,9,15,13,12,4
19,21,6,24,28,25,17,20,26,1,4,27,22,18,10,7,16,3,2,8,11,23,14,9,15,12,13,5
20,22,6,24,28,25,17,21,25,1,4,27,18,19,10,7,16,3,2,8,11,23,14,9,15,12,13,5
19,20,6,23,28,25,17,21,26,1,4,27,18,21,10,7,16,3,2,7,11,24,13,9,15,12,14,5
19,20,6,23,28,26,18,20,25,1,4,27,17,22,10,8,16,3,2,7,11,24,14,9,13,12,15,5
19,21,6,24,28,25,18,20,25,1,4,27,16,22,10,8,17,3,2,7,11,22,14,9,13,12,15,5
19,21,6,23,28,25,18,20,25,1,4,27,16,21,10,8,17,3,2,7,11,23,14,9,13,12,14,5
19,23,6,23,28,26,18,20,23,1,4,27,16,21,10,8,17,3,2,7,11,22,15,9,13,12,14,5
19,23,6,23,28,26,18,20,25,1,4,27,16,21,10,8,17,3,2,7,11,22,15,9,12,12,14,5
19,23,6,25,28,26,18,20,23,1,3,27,16,21,10,8,17,4,2,7,11,22,15,9,12,13,14,5
19,23,6,23,28,26,17,20,23,1,3,27,16,21,10,8,18,4,2,7,11,22,15,9,12,13,14,5
19,23,6,24,28,26,17,20,25,2,3,27,16,21,10,8,18,4,1,7,11,22,15,9,12,13,14,5
19,22,6,24,28,26,17,20,25,2,3,27,16,21,10,8,18,4,1,7,11,22,15,9,12,13,14,5
19,22,6,24,27,26,17,20,25,2,3,27,16,21,10,8,18,4,1,7,11,22,14,9,12,13,14,5
19,23,6,24,27,26,17,20,25,2,3,28,16,21,10,8,18,5,1,7,11,22,14,9,12,13,15,4
19,24,6,23,28,26,17,20,25,2,3,27,16,21,10,8,18,5,1,7,11,22,14,9,12,13,15,4
19,23,6,24,28,26,17,20,25,2,3,27,16,21,10,8,18,5,1,7,11,22,14,9,12,13,15,4
19,23,6,24,28,26,17,20,25,2,3,26,16,21,10,8,18,5,1,7,11,22,14,9,12,13,15,4
19,23,6,24,28,26,17,20,25,2,3,26,16,21,10,8,18,5,1,7,12,22,14,9,11,13,15,4
19,23,6,24,28,27,17,20,25,2,3,26,15,22,10,8,18,5,1,7,12,21,14,9,11,13,16,4
19,23,6,24,28,27,17,20,25,2,3,26,15,22,10,8,18,5,1,7,12,21,14,9,11,13,15,4
19,23,6,24,27,26,17,20,25,2,3,27,14,22,10,8,18,5,1,7,12,21,16,9,11,13,14,4
19,23,6,24,26,27,17,21,25,2,3,28,14,22,10,8,18,5,1,7,12,20,16,9,11,13,15,4
20,23,6,24,26,27,15,21,24,2,3,28,14,22,10,8,18,5,1,7,12,19,15,9,11,13,17,4
19,22,6,25,24,27,15,21,26,2,3,28,13,22,10,8,18,5,1,7,12,19,16,9,11,14,17,4
20,23,6,25,24,27,15,21,26,2,3,28,12,22,10,8,18,5,1,7,13,19,16,9,11,14,17,4
20,22,6,25,24,27,15,21,26,2,3,27,12,22,10,8,19,5,1,7,13,18,16,9,11,14,17,4
20,22,6,25,24,28,15,20,26,2,3,27,12,22,11,8,19,5,1,7,13,18,16,9,10,14,17,4
20,22,6,25,22,28,15,20,26,2,3,27,12,24,11,8,19,5,1,7,13,18,16,9,10,14,17,4
20,23,6,25,22,28,15,21,26,2,3,26,12,24,11,8,19,5,1,7,13,18,16,9,10,14,17,4
20,23,6,24,22,28,15,21,26,2,3,27,12,24,11,8,19,5,1,7,13,18,16,9,10,14,17,4
20,23,6,24,22,28,15,21,26,2,3,27,12,25,10,8,19,5,1,7,14,18,16,9,10,13,17,4
19,25,6,24,21,28,15,22,25,2,3,27,12,23,11,8,19,5,1,7,14,18,16,9,10,13,17,4
19,23,6,23,20,27,14,22,26,2,3,27,12,23,11,8,20,5,1,7,15,18,16,9,10,13,17,4
19,23,6,26,20,27,14,21,24,2,3,27,12,24,11,8,22,5,1,7,15,18,16,9,10,13,17,4
19,25,6,23,19,28,14,21,27,2,3,26,12,24,10,8,22,5,1,7,15,18,16,9,11,13,17,4
20,22,6,24,19,28,13,21,27,2,3,26,12,25,11,8,22,5,1,7,15,18,16,9,10,14,17,4
21,20,6,24,19,27,13,21,28,2,3,25,12,23,11,8,26,5,1,7,15,17,16,9,10,14,18,4
22,19,6,24,20,27,13,23,28,2,3,25,12,21,11,8,26,5,1,7,15,16,17,9,10,14,18,4
22,19,6,25,21,28,13,26,27,2,3,23,12,20,10,8,24,5,1,7,15,16,17,9,11,14,18,4
24,19,6,23,20,28,13,26,27,2,3,24,12,20,11,8,22,5,1,7,15,16,17,9,10,14,18,4
24,19,6,26,21,28,13,25,27,2,3,23,12,20,11,8,22,5,1,7,15,14,17,9,10,16,18,4
23,19,5,26,21,27,13,24,28,2,3,24,12,20,11,8,22,6,1,7,15,16,17,9,10,14,17,4
22,20,5,26,21,28,13,24,27,2,3,24,12,19,11,8,23,6,1,7,15,16,17,9,10,14,18,4
22,18,5,26,21,28,13,24,27,2,3,25,12,20,10,8,23,6,1,7,15,16,19,9,11,14,17,4
21,17,5,26,21,28,13,24,27,2,3,25,12,20,10,8,23,6,1,7,15,16,19,11,9,14,18,4
20,17,5,26,22,27,13,25,28,2,3,24,12,21,10,8,23,6,1,7,15,16,19,11,9,14,18,4
20,17,5,26,21,27,13,24,28,2,3,23,12,22,11,8,25,6,1,7,16,15,19,9,10,14,18,4
